ClothNane;ClothCategory;Season;ClothSilh;ClothModel;ClothSize;allCount;allReceipts
pk6311-1151;Платье;Лето;null;1041;48;0;0
pk6311-1151;Платье;Лето;null;1041;50;0;0
pk6311-1151;Платье;Лето;null;1041;52;0;0
pk6311-1151;Платье;Лето;null;1041;54;0;0
pk6311-1151;Платье;Лето;null;1041;56;0;0
pk6338-1151;Платье;Лето;null;1041;42;0;0
pk6338-1151;Платье;Лето;null;1041;44;0;0
pk6338-1151;Платье;Лето;null;1041;46;0;0
pk6338-1151;Платье;Лето;null;1041;48;0;2,07043
pk6338-1151;Платье;Лето;null;1041;50;0;0
pk6338-1151;Платье;Лето;null;1041;52;0;0
pk6338-1151;Платье;Лето;null;1041;54;0;0
pk6338-1151;Платье;Лето;null;1041;56;0;0
pk6339-1151;Платье;Лето;null;1041;42;0;0
pk6339-1151;Платье;Лето;null;1041;44;0;0
pk6339-1151;Платье;Лето;null;1041;46;0;0
pk6339-1151;Платье;Лето;null;1041;48;0;0
pk6339-1151;Платье;Лето;null;1041;50;0;0
pk6339-1151;Платье;Лето;null;1041;52;0;0
pk6339-1151;Платье;Лето;null;1041;54;0;0
pk6339-1151;Платье;Лето;null;1041;56;0;0
pk6331-1151;Платье;Лето;null;1041;42;0;0
pk6331-1151;Платье;Лето;null;1041;44;0;0
pk6331-1151;Платье;Лето;null;1041;46;0;0
pk6331-1151;Платье;Лето;null;1041;48;0;0
pk6331-1151;Платье;Лето;null;1041;50;0;0
pk6331-1151;Платье;Лето;null;1041;52;0;0
pk6331-1151;Платье;Лето;null;1041;54;0;0
pk6331-1151;Платье;Лето;null;1041;56;0;0
pk6331-1151;Платье;Лето;null;1040;42;0;0
pk6331-1151;Платье;Лето;null;1040;44;0;0
pk6331-1151;Платье;Лето;null;1040;46;0;0
pk6331-1151;Платье;Лето;null;1040;48;0;0
pk6331-1151;Платье;Лето;null;1040;50;0;0
pk6331-1151;Платье;Лето;null;1040;52;0;0
pk6331-1151;Платье;Лето;null;1040;54;0;0
pk6333-1151;Платье;Лето;null;1040;42;0;0
pk6333-1151;Платье;Лето;null;1040;44;0;0
pk6333-1151;Платье;Лето;null;1040;46;0;0
pk6333-1151;Платье;Лето;null;1040;48;0;0
pk6333-1151;Платье;Лето;null;1040;50;0;0
pk6333-1151;Платье;Лето;null;1040;52;1;3,41729
pk6333-1151;Платье;Лето;null;1040;54;0;0
sh6111-1159;Пальто;Лето;null;NULL;42;1;1,39
sh6111-1159;Пальто;Лето;null;NULL;44;1;1,69
sh6111-1159;Пальто;Лето;null;NULL;46;5;6,859
sh6111-1159;Пальто;Лето;null;NULL;48;1;0,79
sh6111-1159;Пальто;Лето;null;NULL;50;1;1,69
sh6163-1159;Пальто;Лето;null;159;42;0;0
sh6163-1159;Пальто;Лето;null;159;44;1;1,9185
sh6163-1159;Пальто;Лето;null;159;46;2;2,89
sh6163-1159;Пальто;Лето;null;159;48;0;0
sh6163-1159;Пальто;Лето;null;159;50;0;0,5
sh6163-1159;Пальто;Лето;null;159;52;0;0
sh6163-1159;Пальто;Лето;null;159;54;1;2
sh6163-1159;Пальто;Лето;null;159;42;0;0
sh6163-1159;Пальто;Лето;null;159;44;1;0,59
sh6163-1159;Пальто;Лето;null;159;46;1;1,09
sh6163-1159;Пальто;Лето;null;159;48;3;3,68
sh6163-1159;Пальто;Лето;null;159;50;1;2,3079
sh6163-1159;Пальто;Лето;null;159;52;0;0,3079
sh6166-1159;Пальто;Лето;null;NULL;42;1;0,59
sh6166-1159;Пальто;Лето;null;NULL;44;3;2,27
sh6166-1159;Пальто;Лето;null;NULL;46;2;1,18
sh6166-1159;Пальто;Лето;null;NULL;48;4;3,36
sh6166-1159;Пальто;Лето;null;NULL;50;3;2,27
sh6166-1159;Пальто;Лето;null;NULL;52;4;3,36
sh6168-1159;Пальто;Лето;null;159;42;0;0
sh6168-1159;Пальто;Лето;null;159;44;0;0
sh6168-1159;Пальто;Лето;null;159;46;0;0
sh6168-1159;Пальто;Лето;null;159;48;1;0,39
sh6168-1159;Пальто;Лето;null;159;50;0;0
sh6168-1159;Пальто;Лето;null;159;52;3;2,77
in1111-1131;Юбка;Лето;null;y0131;42;1;1,49
in1111-1131;Юбка;Лето;null;y0131;46;1;1,49
in1111-1131;Юбка;Лето;null;y0131;52;1;1,49
in1365-1131;Юбка;Лето;null;y0131;42;0;0
in1365-1131;Юбка;Лето;null;y0131;44;0;0
in1365-1131;Юбка;Лето;null;y0131;46;0;0
in1365-1131;Юбка;Лето;null;y0131;48;0;0
in1365-1131;Юбка;Лето;null;y0131;50;0;0
in1365-1131;Юбка;Лето;null;y0131;52;0;0
in1368-1131;Юбка;Лето;null;y0131;46;0;0
in1368-1131;Юбка;Лето;null;y0131;50;0;0
in1368-1131;Юбка;Лето;null;y0131;52;0;0
in1375-1131;Юбка;Лето;null;y0131;42;1;0,89
in1375-1131;Юбка;Лето;null;y0131;44;1;1,49
in1375-1131;Юбка;Лето;null;y0131;50;2;2,98
in1518-1131;Юбка;Лето;null;y0131;42;0;0,6
in1518-1131;Юбка;Лето;null;y0131;44;1;2,0635
in1518-1131;Юбка;Лето;null;y0131;46;1;1,275
in1518-1131;Юбка;Лето;null;y0131;48;1;0,6
in1518-1131;Юбка;Лето;null;y0131;50;0;1,15
in1518-1131;Юбка;Лето;null;y0131;52;4;4,56
in1519-1131;Юбка;Лето;null;y0131;42;0;0
in1519-1131;Юбка;Лето;null;y0131;44;0;0
in1519-1131;Юбка;Лето;null;y0131;46;0;0
in1519-1131;Юбка;Лето;null;y0131;48;0;0
in1519-1131;Юбка;Лето;null;y0131;50;0;0
in1519-1131;Юбка;Лето;null;y0131;52;0;0
in6513-1558;Юбка;Лето;null;458;44;0;0
in6513-1558;Юбка;Лето;null;458;46;0;0
in6513-1558;Юбка;Лето;null;458;48;1;2,293
in6513-1558;Юбка;Лето;null;458;50;0;0
in6513-1558;Юбка;Лето;null;458;52;3;4,3144
in6513-1558;Юбка;Лето;null;458;54;0;0
in6513-1558;Юбка;Лето;null;458;56;0;0
in6531-1558;Юбка;Лето;null;458;44;0;0
in6531-1558;Юбка;Лето;null;458;46;0;0,57428
in6531-1558;Юбка;Лето;null;458;48;0;0,69524
in6531-1558;Юбка;Лето;null;458;50;0;0
in6531-1558;Юбка;Лето;null;458;52;0;0
in6531-1558;Юбка;Лето;null;458;54;0;0
in6531-1558;Юбка;Лето;null;458;56;0;0
in6616-1558;Юбка;Лето;null;458;44;0;0
in6616-1558;Юбка;Лето;null;458;46;1;1,56
in6616-1558;Юбка;Лето;null;458;48;1;1,571
in6616-1558;Юбка;Лето;null;458;50;1;0,69
in6616-1558;Юбка;Лето;null;458;52;0;0
in6616-1558;Юбка;Лето;null;458;54;0;0
in6616-1558;Юбка;Лето;null;458;56;0;0
in6618-1558;Юбка;Лето;null;458;44;0;0
in6618-1558;Юбка;Лето;null;458;46;0;0
in6618-1558;Юбка;Лето;null;458;48;0;0
in6618-1558;Юбка;Лето;null;458;50;0;0
in6618-1558;Юбка;Лето;null;458;52;0;0
in6618-1558;Юбка;Лето;null;458;54;0;0
in6618-1558;Юбка;Лето;null;458;56;0;0
B1156-1138;Топ;Лето;null;y0038;42;0;0
B1156-1138;Топ;Лето;null;y0038;44;0;0
B1156-1138;Топ;Лето;null;y0038;46;0;0
B1156-1138;Топ;Лето;null;y0038;48;0;0
B1156-1138;Топ;Лето;null;y0038;50;0;0
B1156-1138;Топ;Лето;null;y0038;52;0;1,2548
B1156-1138;Топ;Лето;null;y0038;54;0;0
B1163-1131;Юбка;Лето;null;y0131;44;1;0,59
B1163-1131;Юбка;Лето;null;y0131;46;1;1,09
B1163-1131;Юбка;Лето;null;y0131;48;0;0,404
B7911-1189new;Пальто;Лето;null;y0089new;42;8;14,1678
B7911-1189new;Пальто;Лето;null;y0089new;44;5;10,6847
B7911-1189new;Пальто;Лето;null;y0089new;46;5;7,3889
B7911-1189new;Пальто;Лето;null;y0089new;48;5;5,9776
B7911-1189new;Пальто;Лето;null;y0089new;50;6;9,1073
B7911-1189new;Пальто;Лето;null;y0089new;52;8;15,122
B7911-1189new;Пальто;Лето;null;y0089new;54;11;24,1741
6531561;Штаны ;Лето;null;461;44;2;3,3
6531561;Штаны ;Лето;null;461;46;2;6,23417
6531561;Штаны ;Лето;null;461;48;3;6,86063
6531561;Штаны ;Лето;null;461;50;4;7,53012
6531561;Штаны ;Лето;null;461;52;3;7,49786
6531561;Штаны ;Лето;null;461;54;2;3,58012
6531561;Штаны ;Лето;null;461;56;5;6,8843
6716558;Юбка;Лето;null;458;44;0;0
6716558;Юбка;Лето;null;458;46;1;0,5692
6716558;Юбка;Лето;null;458;48;1;1,4528
6716558;Юбка;Лето;null;458;50;0;0
6716558;Юбка;Лето;null;458;52;0;0
6716558;Юбка;Лето;null;458;54;0;0
6716558;Юбка;Лето;null;458;56;0;0
6716561;Штаны ;Лето;null;461;44;0;0
6716561;Штаны ;Лето;null;461;46;0;9,32834
6716561;Штаны ;Лето;null;461;48;1;2,77
6716561;Штаны ;Лето;null;461;50;0;0
6716561;Штаны ;Лето;null;461;52;3;4,63261
6716561;Штаны ;Лето;null;461;54;0;0
6716561;Штаны ;Лето;null;461;56;0;0
6711558;Юбка;Лето;null;458;44;0;0
6711558;Юбка;Лето;null;458;46;2;0,18559
6711558;Юбка;Лето;null;458;48;0;0
6711558;Юбка;Лето;null;458;50;2;2,75768
6711558;Юбка;Лето;null;458;52;2;2,869
6711558;Юбка;Лето;null;458;54;0;0
6711558;Юбка;Лето;null;458;56;0;0
6711561;Штаны ;Лето;null;461;44;0;0
6711561;Штаны ;Лето;null;461;46;0;0
6711561;Штаны ;Лето;null;461;48;0;0
6711561;Штаны ;Лето;null;461;50;0;0
6711561;Штаны ;Лето;null;461;52;0;0
6711561;Штаны ;Лето;null;461;54;0;0
6711561;Штаны ;Лето;null;461;56;0;0
6716561;Штаны ;Лето;null;461;48;1;0,5
9113591;Штаны ;Лето;null;490;40;0;0
9113591;Штаны ;Лето;null;490;42;0;0
9113591;Штаны ;Лето;null;490;44;0;0
9113591;Штаны ;Лето;null;490;46;1;3,8913
9113591;Штаны ;Лето;null;490;48;0;0
9113591;Штаны ;Лето;null;490;50;0;0
9113591;Штаны ;Лето;null;490;52;0;0
9113591;Штаны ;Лето;null;490;54;0;0
9115591;Штаны ;Лето;null;490;46;1;0,7742
B6711-1835;Штаны ;Лето;null;b0835;42;0;0
B6711-1835;Штаны ;Лето;null;b0835;44;2;3,01974
B6711-1835;Штаны ;Лето;null;b0835;46;0;1,873
B6711-1835;Штаны ;Лето;null;b0835;48;2;4,71594
B6711-1835;Штаны ;Лето;null;b0835;50;1;0,3
B6711-1835;Штаны ;Лето;null;b0835;52;0;0
B6711-1835;Штаны ;Лето;null;b0835;54;0;1,18
B6711-1835;Штаны ;Лето;null;b0835;56;1;1,69
qwe5161-1138;Штаны ;Лето;null;br1038;42;1;1,6315
qwe5161-1138;Штаны ;Лето;null;br1038;44;0;0
qwe5161-1138;Штаны ;Лето;null;br1038;46;1;4,92622
qwe5161-1138;Штаны ;Лето;null;br1038;48;0;0
qwe5161-1138;Штаны ;Лето;null;br1038;50;0;0
qwe5161-1138;Штаны ;Лето;null;br1038;52;0;0
qwe5161-1138;Штаны ;Лето;null;br1038;54;0;0
qwe5575-1913;Штаны ;Зима;null;B0912;46;22;27,816
qwe5575-1913;Штаны ;Зима;null;B0912;48;23;29,0157
qwe5575-1913;Штаны ;Зима;null;B0912;50;26;34,2051
qwe5575-1913;Штаны ;Зима;null;B0912;52;24;30,2154
qwe5575-1913;Штаны ;Зима;null;B0912;54;19;24,2814
qwe5575-1913;Штаны ;Зима;null;B0912;56;15;19,3923
qwe5576-1318;Штаны ;Зима;null;Y0308;42;11;13,3764
qwe5576-1318;Штаны ;Зима;null;Y0308;44;15;18,5312
qwe5576-1318;Штаны ;Зима;null;Y0308;46;24;30,4632
qwe5576-1318;Штаны ;Зима;null;Y0308;48;25;31,3876
qwe5576-1318;Штаны ;Зима;null;Y0308;50;26;30,9002
qwe5576-1318;Штаны ;Зима;null;Y0308;52;19;22,3527
qwe5576-1318;Штаны ;Зима;null;Y0308;54;18;22,9768
qwe5576-1318;Штаны ;Зима;null;Y0308;56;16;18,8258
qwe5579-1857;Штаны ;Зима;null;B0857;46;10;11,3288
qwe5579-1857;Штаны ;Зима;null;B0857;48;19;21,5033
qwe5579-1857;Штаны ;Зима;null;B0857;50;25;28,3815
qwe5579-1857;Штаны ;Зима;null;B0857;52;30;33,1653
qwe5579-1857;Штаны ;Зима;null;B0857;54;24;26,4299
qwe5579-1857;Штаны ;Зима;null;B0857;56;28;30,9995
qwe5579-1857;Штаны ;Зима;null;B0857;58;20;21,896
qwe5579-1857;Штаны ;Зима;null;B0857;60;11;11,6739
qwe5579-1857;Штаны ;Зима;null;B0857;62;13;14,0182
qwe5579-1857;Штаны ;Зима;null;B0857;64;7;7,1757
517113;Штаны ;Зима;null;13;44;5;3,615
517113;Штаны ;Зима;null;13;46;13;10,4375
517113;Штаны ;Зима;null;13;48;12;14,2825
517113;Штаны ;Зима;null;13;50;24;19,90014
517113;Штаны ;Зима;null;13;52;12;15,51
517113;Штаны ;Зима;null;13;54;13;16,0825
517113;Штаны ;Зима;null;13;56;10;8,5625
517113;Штаны ;Зима;null;13;58;8;6,835
517113;Штаны ;Зима;null;13;60;8;5,9475
qwe3151-1831;Штаны ;Зима;null;831;42;18;19,4341
qwe3151-1831;Штаны ;Зима;null;831;44;52;54,3171
qwe3151-1831;Штаны ;Зима;null;831;46;60;66,1584
qwe3151-1831;Штаны ;Зима;null;831;48;64;60,5286
qwe3151-1831;Штаны ;Зима;null;831;50;64;62,2504
qwe3151-1831;Штаны ;Зима;null;831;52;51;46,3983
qwe3151-1831;Штаны ;Зима;null;831;54;46;41,9591
qwe3151-1831;Штаны ;Зима;null;831;56;36;34,533
qwe3151-1831;Штаны ;Зима;null;831;58;13;13,2053
qwe3151-1911;Штаны ;Зима;null;B0910;46;59;60,7598
qwe3151-1911;Штаны ;Зима;null;B0910;48;72;75,9673
qwe3151-1911;Штаны ;Зима;null;B0910;50;80;84,5942
qwe3151-1911;Штаны ;Зима;null;B0910;52;87;97,0606
qwe3151-1911;Штаны ;Зима;null;B0910;54;81;84,3816
qwe3151-1911;Штаны ;Зима;null;B0910;56;66;67,2425
qwe3151-1911;Штаны ;Зима;null;B0910;58;52;54,1308
qwe3151-1911;Штаны ;Зима;null;B0910;60;36;37,4135
qwe3151-1177;Штаны ;Зима;null;1077;46;11;12,5104
qwe3151-1177;Штаны ;Зима;null;1077;48;8;8,2186
qwe3151-1177;Штаны ;Зима;null;1077;50;12;12,3606
qwe3151-1177;Штаны ;Зима;null;1077;52;10;10,4749
qwe3151-1177;Штаны ;Зима;null;1077;54;9;10,8584
qwe3151-1177;Штаны ;Зима;null;1077;56;5;5,3884
qwe3151-1177;Штаны ;Зима;null;1077;58;4;4,2221
qwe3151-1177;Штаны ;Зима;null;1077;60;5;5,1121
qwe3151-1177;Штаны ;Зима;null;1077;62;1;0,872
qwe3153-1561;Штаны ;Зима;null;561;44;56;58,0873
qwe3153-1561;Штаны ;Зима;null;561;46;71;74,6695
qwe3153-1561;Штаны ;Зима;null;561;48;72;73,5704
qwe3153-1561;Штаны ;Зима;null;561;50;70;71,4004
qwe3153-1561;Штаны ;Зима;null;561;52;68;68,2868
qwe3153-1561;Штаны ;Зима;null;561;54;42;42,4358
qwe3153-1561;Штаны ;Зима;null;561;56;35;36,0854
qwe3153-1973;Штаны ;Зима;null;B0972;46;28;29,3651
qwe3153-1973;Штаны ;Зима;null;B0972;48;43;47,174
qwe3153-1973;Штаны ;Зима;null;B0972;50;46;49,8113
qwe3153-1973;Штаны ;Зима;null;B0972;52;50;52,0773
qwe3153-1973;Штаны ;Зима;null;B0972;54;50;51,8635
qwe3153-1973;Штаны ;Зима;null;B0972;56;44;46,0117
qwe3153-1973;Штаны ;Зима;null;B0972;58;39;39,7768
qwe3153-1973;Штаны ;Зима;null;B0972;60;31;30,2164
qwe5339-1351;Штаны ;Зима;null;251;46;30;34,9517
qwe5339-1351;Штаны ;Зима;null;251;48;34;35,2704
qwe5339-1351;Штаны ;Зима;null;251;50;42;46,9668
qwe5339-1351;Штаны ;Зима;null;251;52;41;49,6986
qwe5339-1351;Штаны ;Зима;null;251;54;41;45,5958
qwe5339-1351;Штаны ;Зима;null;251;56;44;48,0372
qwe5339-1351;Штаны ;Зима;null;251;58;23;27,4827
qwe5339-1351;Штаны ;Зима;null;251;60;14;14,1792
qwe5339-1351;Штаны ;Зима;null;251;62;14;14,6959
qwe5339-1351;Штаны ;Зима;null;251;64;7;7,373
qwe5575-1318;Штаны ;Зима;null;Y0308;42;20;25,2812
qwe5575-1318;Штаны ;Зима;null;Y0308;44;36;46,5314
qwe5575-1318;Штаны ;Зима;null;Y0308;46;45;55,6372
qwe5575-1318;Штаны ;Зима;null;Y0308;48;44;52,7375
qwe5575-1318;Штаны ;Зима;null;Y0308;50;42;50,2349
qwe5575-1318;Штаны ;Зима;null;Y0308;52;39;48,5035
qwe5575-1318;Штаны ;Зима;null;Y0308;54;31;37,7348
qwe5575-1318;Штаны ;Зима;null;Y0308;56;26;33,3237
qwe5575-1913;Штаны ;Зима;null;B0912;42;7;9,885
qwe5575-1913;Штаны ;Зима;null;B0912;44;12;15,8835
313113;Штаны ;Зима;null;13;44;3;0,87
313113;Штаны ;Зима;null;13;46;1;0,86504
313113;Штаны ;Зима;null;13;58;1;0,75
313113;Штаны ;Зима;null;13;60;1;0,735
T1139-1939;Рубашки;Внесезонная;null;B0939;46;3;2,37
T1139-1939;Рубашки;Внесезонная;null;B0939;48;5;4,33
T1139-1939;Рубашки;Внесезонная;null;B0939;50;4;2,8404
T1139-1939;Рубашки;Внесезонная;null;B0939;52;5;4,0104
T1139-1939;Рубашки;Внесезонная;null;B0939;54;7;6,3504
T1139-1939;Рубашки;Внесезонная;null;B0939;56;4;4,35489
T1151-1939;Рубашки;Внесезонная;null;B0939;46;2;1,7277
T1151-1939;Рубашки;Внесезонная;null;B0939;48;1;1,3809
T1151-1939;Рубашки;Внесезонная;null;B0939;50;1;0,79
T1151-1939;Рубашки;Внесезонная;null;B0939;52;4;2,7968
T1151-1939;Рубашки;Внесезонная;null;B0939;54;7;4,5352
T1151-1939;Рубашки;Внесезонная;null;B0939;56;4;3,0968
T1151-1953;Рубашки;Внесезонная;null;B0943;48;1;0,89
T1151-1953;Рубашки;Внесезонная;null;B0943;50;1;0,89
T1151-1953;Рубашки;Внесезонная;null;B0943;52;0;0
T1155-1939;Рубашки;Внесезонная;null;B0939;46;0;0,38
T1155-1939;Рубашки;Внесезонная;null;B0939;48;1;0,64159
T1155-1939;Рубашки;Внесезонная;null;B0939;50;0;0
T1155-1939;Рубашки;Внесезонная;null;B0939;52;0;0
T1155-1939;Рубашки;Внесезонная;null;B0939;54;4;1,34
T1155-1939;Рубашки;Внесезонная;null;B0939;56;0;0,0249
B1153-1353;Рубашки;Внесезонная;null;Y0252;46;2;3,28
B1155-1353;Рубашки;Внесезонная;null;Y0252;42;2;2,92726
B1155-1353;Рубашки;Внесезонная;null;Y0252;44;1;2,25206
B1155-1353;Рубашки;Внесезонная;null;Y0252;46;7;8,5305
B1155-1353;Рубашки;Внесезонная;null;Y0252;48;2;3,87409
B1155-1353;Рубашки;Внесезонная;null;Y0252;50;2;4,54109
B1155-1353;Рубашки;Внесезонная;null;Y0252;52;3;5,30706
B1155-1353;Рубашки;Внесезонная;null;Y0252;54;8;6,02753
B1155-1138;Топ;Внесезонная;null;y0038;42;0;0
B1155-1138;Топ;Внесезонная;null;y0038;44;0;0
B1155-1138;Топ;Внесезонная;null;y0038;46;0;0
B1155-1138;Топ;Внесезонная;null;y0038;48;0;0
B1155-1138;Топ;Внесезонная;null;y0038;50;0;0
B1155-1138;Топ;Внесезонная;null;y0038;52;0;0
B1155-1138;Топ;Внесезонная;null;y0038;54;0;0
B1156-1138;Топ;Внесезонная;null;y0038;42;0;0
B1156-1138;Топ;Внесезонная;null;y0038;44;0;0
B1156-1138;Топ;Внесезонная;null;y0038;46;0;0
B1156-1138;Топ;Внесезонная;null;y0038;48;0;0
B1156-1138;Топ;Внесезонная;null;y0038;50;0;0
B1156-1138;Топ;Внесезонная;null;y0038;52;0;0
B1156-1138;Топ;Внесезонная;null;y0038;54;0;0
bk1153-1153;Рубашки;Внесезонная;null;1042;42;1;1,0437
bk1153-1153;Рубашки;Внесезонная;null;1042;44;0;0,4097
bk1153-1153;Рубашки;Внесезонная;null;1042;46;0;0,6694
bk1153-1153;Рубашки;Внесезонная;null;1042;48;2;3,2
bk1153-1153;Рубашки;Внесезонная;null;1042;50;1;1,9852
bk1153-1153;Рубашки;Внесезонная;null;1042;52;4;2,86471
bk1153-1153;Рубашки;Внесезонная;null;1042;54;1;2,0497
bk1153-1153;Рубашки;Внесезонная;null;1042;42;0;0
bk1153-1153;Рубашки;Внесезонная;null;1042;44;0;0
bk1153-1153;Рубашки;Внесезонная;null;1042;46;0;0
bk1153-1153;Рубашки;Внесезонная;null;1042;48;0;0
bk1153-1153;Рубашки;Внесезонная;null;1042;50;0;0
bk1153-1153;Рубашки;Внесезонная;null;1042;52;0;0
bk1153-1153;Рубашки;Внесезонная;null;1042;54;1;1,5239
bk1156-1953;Рубашки;Внесезонная;null;B0943;42;4;1,9977
bk1156-1953;Рубашки;Внесезонная;null;B0943;44;1;1,2425
bk1156-1953;Рубашки;Внесезонная;null;B0943;46;5;5,91559
bk1156-1953;Рубашки;Внесезонная;null;B0943;48;7;5,9899
bk1156-1953;Рубашки;Внесезонная;null;B0943;50;6;3,6776
bk1156-1953;Рубашки;Внесезонная;null;B0943;52;1;0,3322
bk1156-1113;Рубашки;Внесезонная;null;1012;42;0;0
bk1156-1113;Рубашки;Внесезонная;null;1012;44;4;4,6658
bk1156-1113;Рубашки;Внесезонная;null;1012;46;15;15,5206
bk1156-1113;Рубашки;Внесезонная;null;1012;48;7;8,9494
bk1156-1113;Рубашки;Внесезонная;null;1012;50;10;11,9751
bk1156-1113;Рубашки;Внесезонная;null;1012;52;5;5,1851
bk1156-1113;Рубашки;Внесезонная;null;1012;54;10;12,7158
bk1156-1113;Рубашки;Внесезонная;null;1012;56;4;5,4969
bk1158-1953;Рубашки;Внесезонная;null;B0943;44;0;0
bk1158-1953;Рубашки;Внесезонная;null;B0943;46;0;0
bk1158-1953;Рубашки;Внесезонная;null;B0943;48;0;0
bk1158-1953;Рубашки;Внесезонная;null;B0943;50;0;0
bk1158-1953;Рубашки;Внесезонная;null;B0943;52;0;0
bk1158-1113;Рубашки;Внесезонная;null;1002;42;2;2,71545
bk1158-1113;Рубашки;Внесезонная;null;1002;44;2;0,87095
bk1158-1113;Рубашки;Внесезонная;null;1002;46;2;1,38
bk1158-1113;Рубашки;Внесезонная;null;1002;50;1;0,39
bk1158-1113;Рубашки;Внесезонная;null;1002;52;0;0
bk1158-1113;Рубашки;Внесезонная;null;1002;54;3;2,72965
bk1158-1113;Рубашки;Внесезонная;null;1012;42;2;2,1814
bk1158-1113;Рубашки;Внесезонная;null;1012;44;0;1,3407
bk1158-1113;Рубашки;Внесезонная;null;1012;46;3;3,5357
bk1158-1113;Рубашки;Внесезонная;null;1012;48;0;0,2707
bk1158-1113;Рубашки;Внесезонная;null;1012;50;3;3,5
bk1158-1113;Рубашки;Внесезонная;null;1012;56;2;2,9221
bk1159-1953;Рубашки;Внесезонная;null;B0943;42;0;0
bk1159-1953;Рубашки;Внесезонная;null;B0943;44;7;6,4779
bk1159-1953;Рубашки;Внесезонная;null;B0943;46;2;3,4779
bk1159-1953;Рубашки;Внесезонная;null;B0943;48;1;3,6298
bk1159-1953;Рубашки;Внесезонная;null;B0943;50;4;3,9523
bk1159-1953;Рубашки;Внесезонная;null;B0943;52;1;2,2898
bk1159-1113;Рубашки;Внесезонная;null;1012;42;3;2,6017
bk1159-1113;Рубашки;Внесезонная;null;1012;44;1;1,36
bk1159-1113;Рубашки;Внесезонная;null;1012;50;1;0,87869
bk1159-1113;Рубашки;Внесезонная;null;1012;52;1;0,8785
bk1159-1136;Рубашки;Внесезонная;null;1026;46;0;0
bk1159-1136;Рубашки;Внесезонная;null;1026;50;0;0
bk1159-1136;Рубашки;Внесезонная;null;1026;52;0;0
bk1151-1953;Рубашки;Внесезонная;null;B0943;42;1;0,36526
bk1151-1953;Рубашки;Внесезонная;null;B0943;44;8;8,45172
bk1151-1953;Рубашки;Внесезонная;null;B0943;46;4;2,99966
bk1151-1953;Рубашки;Внесезонная;null;B0943;48;5;4,61248
bk1151-1953;Рубашки;Внесезонная;null;B0943;50;1;0,07014
bk1151-1953;Рубашки;Внесезонная;null;B0943;52;0;0
bk1151-1113;Рубашки;Внесезонная;null;1012;42;0;0,9619
bk1151-1113;Рубашки;Внесезонная;null;1012;44;2;2,6843
bk1151-1113;Рубашки;Внесезонная;null;1012;46;2;2,72
bk1151-1113;Рубашки;Внесезонная;null;1012;48;0;0
bk1151-1113;Рубашки;Внесезонная;null;1012;50;2;1,7127
bk1151-1113;Рубашки;Внесезонная;null;1012;52;0;0
bk1151-1113;Рубашки;Внесезонная;null;1012;54;4;4,66449
bk1151-1113;Рубашки;Внесезонная;null;1012;56;0;0,3343
bk1151-1136;Рубашки;Внесезонная;null;1026;42;0;1,21
bk1151-1136;Рубашки;Внесезонная;null;1026;44;0;0
bk1151-1136;Рубашки;Внесезонная;null;1026;46;0;0
bk1151-1136;Рубашки;Внесезонная;null;1026;48;0;0
bk1151-1136;Рубашки;Внесезонная;null;1026;50;0;0
bk1151-1136;Рубашки;Внесезонная;null;1026;52;0;0
bk1151-1113;Рубашки;Внесезонная;null;1002;46;1;0,79
bk1151-1113;Рубашки;Внесезонная;null;1002;50;1;1,799
bk1153-1135;Рубашки;Внесезонная;null;1034;50;0;0
bk1153-1135;Рубашки;Внесезонная;null;1034;52;0;0
bk1153-1135;Рубашки;Внесезонная;null;1034;44;3;3,3314
bk1153-1135;Рубашки;Внесезонная;null;1034;46;0;0
bk1153-1135;Рубашки;Внесезонная;null;1034;48;1;2,29
bk1153-1135;Рубашки;Внесезонная;null;1034;50;1;2,29
bk1153-1135;Рубашки;Внесезонная;null;1034;52;0;0
bk1155-1135;Рубашки;Внесезонная;null;1034;42;1;2,29
bk1155-1135;Рубашки;Внесезонная;null;1034;44;2;2,98
bk1155-1135;Рубашки;Внесезонная;null;1034;46;5;7,1114
bk1155-1135;Рубашки;Внесезонная;null;1034;52;1;2,29
bk1155-1135;Рубашки;Внесезонная;null;1034;42;1;0,99
bk1155-1135;Рубашки;Внесезонная;null;1034;44;2;1,757
bk1155-1135;Рубашки;Внесезонная;null;1034;48;1;1,004
bk1115-1953;Рубашки;Внесезонная;null;B0943;42;10;16,31185
bk1115-1953;Рубашки;Внесезонная;null;B0943;44;11;16,047
bk1115-1953;Рубашки;Внесезонная;null;B0943;46;5;6,8676
bk1115-1953;Рубашки;Внесезонная;null;B0943;48;9;13,72005
bk1115-1953;Рубашки;Внесезонная;null;B0943;50;6;9,57199
bk1115-1953;Рубашки;Внесезонная;null;B0943;52;11;14,7342
bk1133-1135;Рубашки;Внесезонная;null;1034;42;0;0
bk1133-1135;Рубашки;Внесезонная;null;1034;44;0;2,1028
bk1133-1135;Рубашки;Внесезонная;null;1034;46;5;5,3528
bk1133-1135;Рубашки;Внесезонная;null;1034;48;5;6,3821
bk1133-1135;Рубашки;Внесезонная;null;1034;50;5;6,2435
bk1133-1135;Рубашки;Внесезонная;null;1034;52;5;4,7421
bk1133-1135;Рубашки;Внесезонная;null;1034;42;0;0
